frame,time,head_tx,head_ty,head_tz,head_rx,head_ry,head_rz,Brows Inner Up,Brows Inner Down,Brows Outer Up,Brows Outer Down,Lip Stretch,Lip Kiss,Lip Corners Up,Lip Corners Down,Upper Lip Up,Upper Lip Down,Jaw Open,Mouth_Upper_C_tx,Mouth_Upper_C_ty,Mouth_Upper_C_tz,Mouth_Lower_C_tx,Mouth_Lower_C_ty,Mouth_Lower_C_tz,Chin_tx,Chin_ty,Chin_tz,Brow_Outer_L_tx,Brow_Outer_L_ty,Brow_Outer_L_tz,Brow_Inner_L_tx,Brow_Inner_L_ty,Brow_Inner_L_tz,Brow_Middle_L_tx,Brow_Middle_L_ty,Brow_Middle_L_tz,Mouth_Corner_L_tx,Mouth_Corner_L_ty,Mouth_Corner_L_tz,Mouth_Inner_Lower_C_tx,Mouth_Inner_Lower_C_ty,Mouth_Inner_Lower_C_tz,Brow_Outer_R_tx,Brow_Outer_R_ty,Brow_Outer_R_tz,Brow_Inner_R_tx,Brow_Inner_R_ty,Brow_Inner_R_tz,Brow_Middle_R_tx,Brow_Middle_R_ty,Brow_Middle_R_tz,Mouth_Corner_R_tx,Mouth_Corner_R_ty,Mouth_Corner_R_tz,Mouth_Upper_L_tx,Mouth_Upper_L_ty,Mouth_Upper_L_tz,Mouth_Upper_R_tx,Mouth_Upper_R_ty,Mouth_Upper_R_tz,Mouth_Inner_Upper_L_tx,Mouth_Inner_Upper_L_ty,Mouth_Inner_Upper_L_tz,Mouth_Inner_Upper_R_tx,Mouth_Inner_Upper_R_ty,Mouth_Inner_Upper_R_tz,Mouth_Inner_Lower_L_tx,Mouth_Inner_Lower_L_ty,Mouth_Inner_Lower_L_tz,Mouth_Inner_Lower_R_tx,Mouth_Inner_Lower_R_ty,Mouth_Inner_Lower_R_tz,Mouth_Lower_L_tx,Mouth_Lower_L_ty,Mouth_Lower_L_tz,Mouth_Lower_R_tx,Mouth_Lower_R_ty,Mouth_Lower_R_tz,Mouth_Inner_Upper_C_tx,Mouth_Inner_Upper_C_ty,Mouth_Inner_Upper_C_tz,Mouth_Inner_Corner_L_tx,Mouth_Inner_Corner_L_ty,Mouth_Inner_Corner_L_tz,Mouth_Inner_Corner_R_tx,Mouth_Inner_Corner_R_ty,Mouth_Inner_Corner_R_tz,Cheek_L_tx,Cheek_L_ty,Cheek_L_tz,Cheek_R_tx,Cheek_R_ty,Cheek_R_tz
10,0.333333,0.019847,-0.023724,-0.986853,-4.450717,-0.351736,-0.447412,0.131090,-0.000000,-0.000000,0.061435,0.000000,0.378955,0.084062,-0.000000,0.530031,-0.000000,-0.000000,-0.000087,-0.012050,0.115750,-0.000097,-0.029538,0.115436,-0.000107,-0.057803,0.107057,0.049640,0.054714,0.089758,0.013951,0.056470,0.110398,0.038330,0.059850,0.102990,0.018703,-0.022409,0.103629,-0.000091,-0.022131,0.112310,-0.049703,0.054771,0.089688,-0.014041,0.056486,0.110379,-0.038405,0.059894,0.102936,-0.018872,-0.022388,0.103603,0.009310,-0.013982,0.108760,-0.009477,-0.013972,0.108747,0.007298,-0.019589,0.107519,-0.007470,-0.019581,0.107508,0.007298,-0.022217,0.106167,-0.007471,-0.022209,0.106157,0.009304,-0.027469,0.107409,-0.009484,-0.027459,0.107396,-0.000090,-0.018698,0.113662,0.014686,-0.021134,0.100948,-0.014851,-0.021118,0.100928,0.031827,-0.023276,0.096929,-0.031988,-0.023241,0.096884
11,0.366667,0.019781,-0.023695,-0.986865,-4.466688,-0.318642,-0.440315,0.129395,-0.000000,-0.000000,0.063168,0.000000,0.380629,0.086484,-0.000000,0.528849,-0.000000,-0.000000,-0.000091,-0.012056,0.115750,-0.000101,-0.029554,0.115439,-0.000112,-0.057808,0.107052,0.049641,0.054709,0.089762,0.013947,0.056467,0.110402,0.038328,0.059843,0.102995,0.018679,-0.022401,0.103651,-0.000094,-0.022141,0.112309,-0.049704,0.054768,0.089691,-0.014037,0.056484,0.110382,-0.038404,0.059889,0.102941,-0.018856,-0.022378,0.103624,0.009297,-0.013983,0.108764,-0.009471,-0.013971,0.108750,0.007286,-0.019594,0.107522,-0.007465,-0.019585,0.107512,0.007285,-0.022223,0.106172,-0.007466,-0.022214,0.106161,0.009290,-0.027480,0.107414,-0.009478,-0.027468,0.107401,-0.000093,-0.018706,0.113660,0.014665,-0.021132,0.100968,-0.014837,-0.021114,0.100946,0.031815,-0.023275,0.096939,-0.031983,-0.023236,0.096893
12,0.400000,0.020623,-0.023213,-0.986932,-4.313247,-0.805485,-0.595610,0.116144,-0.000000,-0.000000,0.051264,0.000000,0.375691,0.044405,-0.000000,0.532947,-0.000000,-0.000000,-0.000128,-0.011981,0.115762,-0.000152,-0.030310,0.115276,-0.000182,-0.058191,0.106600,0.049688,0.054824,0.089740,0.013808,0.056348,0.110400,0.038246,0.059865,0.102991,0.018710,-0.023026,0.103542,-0.000139,-0.022923,0.112159,-0.049713,0.054953,0.089647,-0.013868,0.056384,0.110374,-0.038283,0.059964,0.102920,-0.018972,-0.022974,0.103506,0.009297,-0.014080,0.108682,-0.009544,-0.014055,0.108663,0.007278,-0.019674,0.107440,-0.007538,-0.019654,0.107426,0.007275,-0.022961,0.105918,-0.007541,-0.022941,0.105904,0.009279,-0.028246,0.107162,-0.009562,-0.028220,0.107144,-0.000135,-0.018633,0.113681,0.014689,-0.021619,0.100875,-0.014942,-0.021579,0.100846,0.031807,-0.023463,0.096918,-0.032057,-0.023376,0.096857
13,0.433333,0.023575,-0.021659,-0.986811,-3.738284,-2.966624,-0.689796,0.078678,-0.000000,-0.000000,0.114425,0.000000,0.082090,0.014845,-0.000000,0.528295,-0.000000,-0.000000,-0.000139,-0.012603,0.115479,-0.000195,-0.030092,0.114683,-0.000279,-0.058501,0.106217,0.049678,0.053625,0.089836,0.013529,0.055858,0.110379,0.038102,0.058616,0.103139,0.021110,-0.023293,0.101102,-0.000171,-0.023583,0.112034,-0.049489,0.053942,0.089751,-0.013361,0.055944,0.110356,-0.037904,0.058858,0.103073,-0.021432,-0.023157,0.101066,0.010496,-0.014698,0.108091,-0.010775,-0.014630,0.108073,0.008333,-0.019748,0.106852,-0.008642,-0.019693,0.106838,0.008323,-0.023536,0.105214,-0.008653,-0.023481,0.105200,0.010454,-0.028222,0.106460,-0.010817,-0.028153,0.106442,-0.000157,-0.018643,0.113671,0.016822,-0.021875,0.098708,-0.017130,-0.021766,0.098679,0.032855,-0.023563,0.095845,-0.033169,-0.023351,0.095789
14,0.466667,0.021937,-0.021919,-0.986637,-2.943034,-1.804984,-0.121876,0.064779,-0.000000,-0.000000,0.119074,0.000000,0.134379,-0.015920,0.016243,0.489757,-0.000000,0.019976,-0.000007,-0.012950,0.115444,-0.000024,-0.031304,0.114659,-0.000050,-0.058993,0.105693,0.049640,0.053590,0.089830,0.013365,0.055677,0.110403,0.037973,0.058480,0.103164,0.020436,-0.023964,0.101838,-0.000018,-0.024499,0.111856,-0.049524,0.053699,0.089828,-0.013245,0.055706,0.110403,-0.037847,0.058563,0.103163,-0.020472,-0.023926,0.101840,0.010218,-0.014974,0.108043,-0.010236,-0.014955,0.108044,0.008111,-0.020210,0.106803,-0.008139,-0.020194,0.106803,0.008107,-0.024373,0.105118,-0.008143,-0.024358,0.105119,0.010204,-0.029310,0.106358,-0.010250,-0.029291,0.106359,-0.000013,-0.019071,0.113541,0.016233,-0.022541,0.099367,-0.016267,-0.022510,0.099369,0.032631,-0.023738,0.096163,-0.032667,-0.023677,0.096166
15,0.500000,0.020830,-0.021259,-0.986346,-2.405363,-1.442921,0.946273,-0.008754,-0.000000,-0.000000,0.025454,0.000000,0.191849,0.054326,0.002842,0.539320,-0.000000,0.021477,0.000094,-0.012136,0.115668,0.000074,-0.031256,0.114737,0.000037,-0.058940,0.105781,0.049908,0.054623,0.089619,0.012549,0.054915,0.110416,0.037456,0.058863,0.103087,0.020253,-0.022675,0.102179,0.000078,-0.024351,0.111884,-0.049637,0.054731,0.089704,-0.012243,0.054941,0.110437,-0.037153,0.058944,0.103151,-0.020110,-0.022634,0.102216,0.010176,-0.014216,0.108478,-0.010005,-0.014195,0.108497,0.008083,-0.019511,0.107237,-0.007925,-0.019495,0.107252,0.008076,-0.023983,0.105389,-0.007931,-0.023966,0.105404,0.010159,-0.028895,0.106626,-0.010022,-0.028874,0.106644,0.000086,-0.018521,0.113732,0.016078,-0.021433,0.099663,-0.015938,-0.021400,0.099692,0.032593,-0.023400,0.096246,-0.032463,-0.023333,0.096306
16,0.533333,0.023041,-0.020739,-0.987526,-2.376921,-3.087964,1.465715,-0.000294,-0.000000,0.025310,-0.020899,0.000000,0.264720,0.080333,-0.000731,0.566161,-0.000000,0.002248,0.000083,-0.011947,0.115752,0.000029,-0.029580,0.115176,-0.000066,-0.058055,0.106851,0.050131,0.055435,0.089547,0.012930,0.055176,0.110454,0.037757,0.059713,0.102986,0.019755,-0.022740,0.102628,0.000047,-0.022506,0.112238,-0.049625,0.055725,0.089649,-0.012383,0.055249,0.110480,-0.037199,0.059931,0.103062,-0.019680,-0.022620,0.102668,0.009928,-0.014110,0.108618,-0.009789,-0.014050,0.108638,0.007850,-0.019503,0.107373,-0.007746,-0.019456,0.107389,0.007838,-0.022582,0.105854,-0.007757,-0.022535,0.105870,0.009886,-0.027614,0.107086,-0.009832,-0.027554,0.107106,0.000062,-0.018485,0.113759,0.015634,-0.021317,0.100061,-0.015557,-0.021222,0.100093,0.032350,-0.023522,0.096431,-0.032293,-0.023326,0.096498
17,0.566667,0.022656,-0.021364,-0.988598,-2.291706,-2.944576,1.888521,0.033366,-0.000000,0.079250,-0.017335,0.000000,0.244411,0.082450,-0.000962,0.597564,-0.000000,-0.002549,0.000117,-0.011724,0.115790,0.000079,-0.029717,0.115057,0.000009,-0.058187,0.106699,0.050186,0.056203,0.089463,0.013123,0.055469,0.110456,0.037875,0.060498,0.102877,0.020147,-0.022846,0.102262,0.000090,-0.022770,0.112187,-0.049727,0.056413,0.089587,-0.012616,0.055523,0.110488,-0.037365,0.060657,0.102970,-0.019992,-0.022762,0.102311,0.010139,-0.014027,0.108597,-0.009931,-0.013986,0.108622,0.008045,-0.019344,0.107353,-0.007863,-0.019311,0.107373,0.008036,-0.022805,0.105705,-0.007872,-0.022772,0.105725,0.010108,-0.027754,0.106937,-0.009962,-0.027712,0.106962,0.000101,-0.018253,0.113837,0.015986,-0.021340,0.099738,-0.015831,-0.021274,0.099777,0.032547,-0.023527,0.096268,-0.032409,-0.023392,0.096348
18,0.600000,0.022475,-0.021465,-0.988623,-2.362807,-2.807513,1.853544,0.036952,-0.000000,0.076253,-0.010749,0.000000,0.240272,0.074010,-0.000616,0.596152,-0.000000,-0.001823,0.000113,-0.011749,0.115784,0.000074,-0.029744,0.115054,0.000005,-0.058198,0.106684,0.050179,0.056170,0.089468,0.013125,0.055471,0.110456,0.037876,0.060472,0.102880,0.020137,-0.022834,0.102271,0.000086,-0.022795,0.112183,-0.049725,0.056380,0.089590,-0.012624,0.055526,0.110487,-0.037371,0.060631,0.102972,-0.019989,-0.022750,0.102318,0.010131,-0.014038,0.108593,-0.009932,-0.013996,0.108617,0.008038,-0.019357,0.107349,-0.007864,-0.019323,0.107368,0.008029,-0.022821,0.105703,-0.007873,-0.022788,0.105722,0.010101,-0.027771,0.106936,-0.009963,-0.027729,0.106959,0.000097,-0.018272,0.113830,0.015977,-0.021340,0.099745,-0.015829,-0.021273,0.099783,0.032541,-0.023522,0.096273,-0.032410,-0.023386,0.096350
19,0.633333,0.023502,-0.021624,-0.988503,-1.926564,-3.368686,3.134442,-0.004251,0.037998,0.113746,-0.006164,0.000000,0.209050,-0.006467,0.009673,0.539879,-0.000000,0.000710,0.000206,-0.012763,0.115548,0.000165,-0.031051,0.114711,0.000087,-0.058999,0.105887,0.050337,0.056173,0.089451,0.012215,0.054351,0.110549,0.037294,0.059869,0.103014,0.020494,-0.024296,0.101837,0.000174,-0.024196,0.111907,-0.049736,0.056390,0.089651,-0.011539,0.054402,0.110597,-0.036623,0.060029,0.103161,-0.020187,-0.024208,0.101919,0.010357,-0.014998,0.108135,-0.009984,-0.014954,0.108176,0.008247,-0.020252,0.106882,-0.007902,-0.020217,0.106915,0.008235,-0.024207,0.105180,-0.007914,-0.024172,0.105213,0.010323,-0.029178,0.106400,-0.010018,-0.029134,0.106442,0.000189,-0.019036,0.113613,0.016301,-0.022692,0.099366,-0.015997,-0.022622,0.099432,0.032741,-0.024078,0.096073,-0.032456,-0.023937,0.096206
20,0.666667,0.023042,-0.020673,-0.987535,-1.858228,-2.547416,5.291447,-0.009317,0.048112,-0.003747,0.070817,0.000000,0.177492,-0.017417,0.144465,0.398052,-0.000000,0.075536,0.000364,-0.014319,0.115149,0.000330,-0.033643,0.114149,0.000255,-0.060340,0.104347,0.050032,0.053073,0.089787,0.012346,0.053941,0.110555,0.037403,0.057151,0.103366,0.020833,-0.025928,0.101488,0.000332,-0.026857,0.111385,-0.049266,0.053233,0.090115,-0.011441,0.053979,0.110634,-0.036535,0.057270,0.103611,-0.020232,-0.025862,0.101626,0.010602,-0.016260,0.107470,-0.009931,-0.016227,0.107539,0.008483,-0.021472,0.106218,-0.007837,-0.021446,0.106273,0.008469,-0.026600,0.104374,-0.007851,-0.026574,0.104429,0.010571,-0.031637,0.105590,-0.009961,-0.031604,0.105659,0.000349,-0.020176,0.113234,0.016614,-0.024406,0.099068,-0.016025,-0.024354,0.099178,0.032968,-0.024549,0.095935,-0.032400,-0.024445,0.096155
21,0.700000,0.024606,-0.020036,-0.987626,-2.126256,-3.432329,5.937433,-0.006095,0.068272,-0.020400,0.064067,0.000000,0.149939,-0.011462,0.170106,0.341796,-0.000000,0.056822,0.000419,-0.015186,0.114949,0.000367,-0.032515,0.114283,0.000251,-0.059932,0.104965,0.050204,0.053069,0.089820,0.012183,0.053438,0.110663,0.037340,0.056933,0.103456,0.021107,-0.026219,0.101170,0.000375,-0.025810,0.111581,-0.049192,0.053344,0.090216,-0.011005,0.053503,0.110756,-0.036199,0.057137,0.103749,-0.020441,-0.026100,0.101337,0.010771,-0.016893,0.107228,-0.010004,-0.016833,0.107312,0.008631,-0.022046,0.105966,-0.007904,-0.021998,0.106033,0.008614,-0.025855,0.104505,-0.007921,-0.025808,0.104572,0.010725,-0.030838,0.105708,-0.010050,-0.030778,0.105792,0.000395,-0.020844,0.113049,0.016862,-0.024702,0.098784,-0.016207,-0.024608,0.098916,0.033106,-0.024819,0.095749,-0.032476,-0.024632,0.096013
