frame,time,head_tx,head_ty,head_tz,head_rx,head_ry,head_rz,Brows Inner Up,Brows Inner Down,Brows Outer Up,Brows Outer Down,Lip Stretch,Lip Kiss,Lip Corners Up,Lip Corners Down,Upper Lip Up,Upper Lip Down,Jaw Open,Mouth_Upper_C_tx,Mouth_Upper_C_ty,Mouth_Upper_C_tz,Mouth_Lower_C_tx,Mouth_Lower_C_ty,Mouth_Lower_C_tz,Chin_tx,Chin_ty,Chin_tz,Brow_Outer_L_tx,Brow_Outer_L_ty,Brow_Outer_L_tz,Brow_Inner_L_tx,Brow_Inner_L_ty,Brow_Inner_L_tz,Brow_Middle_L_tx,Brow_Middle_L_ty,Brow_Middle_L_tz,Mouth_Corner_L_tx,Mouth_Corner_L_ty,Mouth_Corner_L_tz,Mouth_Inner_Lower_C_tx,Mouth_Inner_Lower_C_ty,Mouth_Inner_Lower_C_tz,Brow_Outer_R_tx,Brow_Outer_R_ty,Brow_Outer_R_tz,Brow_Inner_R_tx,Brow_Inner_R_ty,Brow_Inner_R_tz,Brow_Middle_R_tx,Brow_Middle_R_ty,Brow_Middle_R_tz,Mouth_Corner_R_tx,Mouth_Corner_R_ty,Mouth_Corner_R_tz,Mouth_Upper_L_tx,Mouth_Upper_L_ty,Mouth_Upper_L_tz,Mouth_Upper_R_tx,Mouth_Upper_R_ty,Mouth_Upper_R_tz,Mouth_Inner_Upper_L_tx,Mouth_Inner_Upper_L_ty,Mouth_Inner_Upper_L_tz,Mouth_Inner_Upper_R_tx,Mouth_Inner_Upper_R_ty,Mouth_Inner_Upper_R_tz,Mouth_Inner_Lower_L_tx,Mouth_Inner_Lower_L_ty,Mouth_Inner_Lower_L_tz,Mouth_Inner_Lower_R_tx,Mouth_Inner_Lower_R_ty,Mouth_Inner_Lower_R_tz,Mouth_Lower_L_tx,Mouth_Lower_L_ty,Mouth_Lower_L_tz,Mouth_Lower_R_tx,Mouth_Lower_R_ty,Mouth_Lower_R_tz,Mouth_Inner_Upper_C_tx,Mouth_Inner_Upper_C_ty,Mouth_Inner_Upper_C_tz,Mouth_Inner_Corner_L_tx,Mouth_Inner_Corner_L_ty,Mouth_Inner_Corner_L_tz,Mouth_Inner_Corner_R_tx,Mouth_Inner_Corner_R_ty,Mouth_Inner_Corner_R_tz,Cheek_L_tx,Cheek_L_ty,Cheek_L_tz,Cheek_R_tx,Cheek_R_ty,Cheek_R_tz
10,0.333333,0.030165,-0.018282,-0.984670,-3.797712,-0.724005,-3.950969,0.000000,0.022941,0.021151,-0.003181,0.000000,0.095773,-0.000663,0.150182,0.000000,0.018561,0.116285,-0.000557,-0.017783,0.115380,-0.000570,-0.033054,0.115447,-0.000541,-0.055494,0.105180,0.050174,0.053849,0.090968,0.011810,0.053401,0.111933,0.037196,0.057936,0.104583,0.017908,-0.024234,0.102398,-0.000552,-0.026461,0.112759,-0.050933,0.053928,0.090498,-0.012766,0.053420,0.111819,-0.038076,0.057995,0.104233,-0.018909,-0.024203,0.102225,0.008685,-0.017510,0.107560,-0.009724,-0.017494,0.107474,0.006508,-0.022633,0.106299,-0.007545,-0.022621,0.106233,0.006509,-0.025919,0.105507,-0.007544,-0.025907,0.105441,0.008677,-0.030841,0.106781,-0.009731,-0.030826,0.106695,-0.000552,-0.022190,0.113549,0.013564,-0.024004,0.099992,-0.014542,-0.023980,0.099860,0.031416,-0.022682,0.097305,-0.032366,-0.022628,0.097006
11,0.366667,0.030165,-0.018282,-0.984670,-3.797712,-0.724005,-3.950969,0.000000,0.022941,0.021151,-0.003181,0.000000,0.095773,-0.000663,0.150182,0.000000,0.018561,0.116285,-0.000557,-0.017783,0.115380,-0.000570,-0.033054,0.115447,-0.000541,-0.055494,0.105180,0.050174,0.053849,0.090968,0.011810,0.053401,0.111933,0.037196,0.057936,0.104583,0.017908,-0.024234,0.102398,-0.000552,-0.026461,0.112759,-0.050933,0.053928,0.090498,-0.012766,0.053420,0.111819,-0.038076,0.057995,0.104233,-0.018909,-0.024203,0.102225,0.008685,-0.017510,0.107560,-0.009724,-0.017494,0.107474,0.006508,-0.022633,0.106299,-0.007545,-0.022621,0.106233,0.006509,-0.025919,0.105507,-0.007544,-0.025907,0.105441,0.008677,-0.030841,0.106781,-0.009731,-0.030826,0.106695,-0.000552,-0.022190,0.113549,0.013564,-0.024004,0.099992,-0.014542,-0.023980,0.099860,0.031416,-0.022682,0.097305,-0.032366,-0.022628,0.097006
12,0.400000,0.032011,-0.018809,-0.985579,-3.579340,-1.625754,-4.422958,0.022145,0.001148,0.063509,-0.009303,0.000000,0.048897,-0.001939,0.212112,0.027633,0.001103,0.176149,-0.000576,-0.017113,0.115506,-0.000603,-0.034898,0.114977,-0.000587,-0.056450,0.103999,0.050292,0.054837,0.090825,0.012433,0.054193,0.111869,0.037630,0.059166,0.104357,0.018397,-0.024449,0.101898,-0.000580,-0.028492,0.112379,-0.050971,0.055000,0.090347,-0.013315,0.054234,0.111747,-0.038423,0.059289,0.103998,-0.019442,-0.024386,0.101719,0.008922,-0.017192,0.107585,-0.009998,-0.017160,0.107496,0.006713,-0.022201,0.106330,-0.007794,-0.022177,0.106261,0.006711,-0.027535,0.104967,-0.007796,-0.027510,0.104898,0.008903,-0.032350,0.106247,-0.010017,-0.032319,0.106157,-0.000575,-0.021559,0.113738,0.013996,-0.024143,0.099553,-0.015018,-0.024094,0.099416,0.031621,-0.022679,0.097110,-0.032615,-0.022571,0.096805
13,0.433333,0.032638,-0.018759,-0.985895,-3.747562,-1.882301,-4.599380,0.033142,-0.003612,0.075599,-0.007729,0.279030,-0.011742,-0.001611,0.306771,0.044809,-0.002766,0.157634,-0.000628,-0.017743,0.115198,-0.000650,-0.032481,0.114636,-0.000639,-0.055791,0.104758,0.050267,0.054944,0.090836,0.012467,0.054282,0.111872,0.037641,0.059305,0.104352,0.021408,-0.025720,0.098790,-0.000631,-0.027174,0.112629,-0.051014,0.055116,0.090314,-0.013435,0.054326,0.111739,-0.038514,0.059434,0.103959,-0.022519,-0.025646,0.098563,0.010398,-0.018078,0.106773,-0.011566,-0.018041,0.106659,0.008021,-0.022411,0.105513,-0.009192,-0.022382,0.105424,0.008020,-0.026794,0.104373,-0.009193,-0.026765,0.104284,0.010381,-0.030922,0.105653,-0.011582,-0.030885,0.105540,-0.000627,-0.021474,0.113766,0.016669,-0.024925,0.096796,-0.017757,-0.024867,0.096618,0.032936,-0.023049,0.095777,-0.034006,-0.022934,0.095430
14,0.466667,0.032989,-0.018803,-0.985776,-3.845683,-1.961860,-4.650000,0.050031,-0.003483,0.038263,-0.005072,0.301187,-0.020470,-0.001057,0.333180,0.041246,-0.002713,0.174380,-0.000637,-0.017702,0.115233,-0.000662,-0.033692,0.114543,-0.000648,-0.056300,0.104168,0.050185,0.054431,0.090912,0.012660,0.054415,0.111868,0.037768,0.058971,0.104401,0.020879,-0.025868,0.099298,-0.000641,-0.028198,0.112436,-0.050942,0.054613,0.090381,-0.013639,0.054462,0.111730,-0.038652,0.059108,0.104000,-0.022014,-0.025792,0.099073,0.010130,-0.018042,0.106842,-0.011316,-0.018004,0.106730,0.007782,-0.022490,0.105584,-0.008971,-0.022460,0.105496,0.007780,-0.027614,0.104271,-0.008973,-0.027585,0.104183,0.010112,-0.031885,0.105552,-0.011334,-0.031847,0.105439,-0.000636,-0.021536,0.113745,0.016198,-0.025129,0.097249,-0.017309,-0.025070,0.097073,0.032696,-0.023086,0.096011,-0.033786,-0.022968,0.095661
15,0.500000,0.030910,-0.018563,-0.985810,-4.042599,-0.596450,-4.272368,0.005035,0.008816,0.081243,-0.003000,0.333039,-0.016045,-0.000625,0.414534,0.082875,-0.001881,0.233749,-0.000574,-0.017466,0.115301,-0.000565,-0.036144,0.113951,-0.000506,-0.057703,0.102704,0.050221,0.054851,0.090909,0.011853,0.053568,0.111981,0.037197,0.058859,0.104505,0.021313,-0.027313,0.098788,-0.000556,-0.030773,0.111926,-0.051130,0.054853,0.090399,-0.012977,0.053568,0.111856,-0.038244,0.058861,0.104126,-0.022293,-0.027318,0.098570,0.010371,-0.018279,0.106690,-0.011432,-0.018282,0.106581,0.008011,-0.022649,0.105421,-0.009059,-0.022652,0.105335,0.008021,-0.029890,0.103504,-0.009049,-0.029892,0.103418,0.010382,-0.034158,0.104774,-0.011421,-0.034160,0.104665,-0.000566,-0.021358,0.113842,0.016590,-0.026261,0.096799,-0.017550,-0.026266,0.096628,0.032924,-0.023608,0.095790,-0.033874,-0.023617,0.095456
16,0.533333,0.029930,-0.018470,-0.985679,-4.093564,-0.029223,-4.074975,-0.006059,0.011853,0.086578,-0.000898,0.304929,-0.006017,-0.000187,0.398554,0.084922,-0.000648,0.235166,-0.000578,-0.017488,0.115299,-0.000573,-0.035810,0.114050,-0.000519,-0.057502,0.102919,0.050219,0.054817,0.090910,0.011875,0.053586,0.111978,0.037213,0.058841,0.104505,0.021184,-0.027058,0.098933,-0.000562,-0.030395,0.112000,-0.051120,0.054824,0.090402,-0.012990,0.053588,0.111853,-0.038251,0.058846,0.104126,-0.022176,-0.027055,0.098717,0.010305,-0.018224,0.106734,-0.011375,-0.018222,0.106626,0.007952,-0.022621,0.105467,-0.009009,-0.022620,0.105382,0.007960,-0.029546,0.103638,-0.009001,-0.029545,0.103553,0.010313,-0.033828,0.104909,-0.011367,-0.033827,0.104801,-0.000571,-0.021391,0.113828,0.016475,-0.026065,0.096927,-0.017447,-0.026062,0.096757,0.032865,-0.023524,0.095850,-0.033825,-0.023519,0.095517
17,0.566667,0.029909,-0.018476,-0.985620,-4.078406,-0.046840,-4.063272,-0.004320,0.011379,0.083234,-0.000469,0.292198,-0.003330,-0.000098,0.383885,0.080685,-0.000352,0.228643,-0.000575,-0.017359,0.114710,-0.000571,-0.035537,0.113482,-0.000518,-0.056925,0.102424,0.049980,0.054588,0.090478,0.011824,0.053378,0.111443,0.037040,0.058598,0.104007,0.021065,-0.026841,0.098449,-0.000560,-0.030144,0.111439,-0.050874,0.054597,0.089973,-0.012931,0.053380,0.111319,-0.038071,0.058604,0.103631,-0.022054,-0.026837,0.098233,0.010247,-0.018080,0.106196,-0.011312,-0.018078,0.106088,0.007907,-0.022459,0.104935,-0.008960,-0.022457,0.104850,0.007915,-0.029304,0.103128,-0.008952,-0.029302,0.103044,0.010255,-0.033566,0.104393,-0.011305,-0.033564,0.104285,-0.000568,-0.021243,0.113244,0.016382,-0.025861,0.096450,-0.017351,-0.025858,0.096281,0.032692,-0.023349,0.095369,-0.033649,-0.023343,0.095037
18,0.600000,0.029948,-0.018486,-0.985577,-4.062517,-0.095202,-4.064936,-0.002661,0.010926,0.080640,-0.000241,0.284124,-0.001779,-0.000050,0.373972,0.077574,-0.000185,0.223918,-0.000576,-0.017371,0.114758,-0.000572,-0.035534,0.113537,-0.000519,-0.056957,0.102482,0.049986,0.054588,0.090490,0.011830,0.053387,0.111457,0.037048,0.058600,0.104020,0.021065,-0.026839,0.098500,-0.000561,-0.030135,0.111491,-0.050879,0.054597,0.089985,-0.012936,0.053390,0.111333,-0.038077,0.058608,0.103644,-0.022055,-0.026835,0.098285,0.010247,-0.018088,0.106244,-0.011313,-0.018085,0.106136,0.007906,-0.022470,0.104982,-0.008960,-0.022468,0.104898,0.007914,-0.029297,0.103181,-0.008952,-0.029295,0.103096,0.010254,-0.033563,0.104446,-0.011306,-0.033560,0.104338,-0.000569,-0.021258,0.113291,0.016381,-0.025863,0.096499,-0.017351,-0.025859,0.096331,0.032702,-0.023357,0.095414,-0.033660,-0.023350,0.095082
19,0.633333,0.029996,-0.018496,-0.985548,-4.049932,-0.141517,-4.069985,-0.001520,0.010615,0.078982,-0.000122,0.279436,-0.000927,-0.000025,0.368020,0.075632,-0.000096,0.220986,-0.000576,-0.017377,0.114780,-0.000572,-0.035532,0.113562,-0.000519,-0.056972,0.102508,0.049990,0.054587,0.090499,0.011834,0.053394,0.111467,0.037054,0.058603,0.104030,0.021065,-0.026839,0.098524,-0.000561,-0.030132,0.111515,-0.050882,0.054597,0.089994,-0.012939,0.053396,0.111343,-0.038081,0.058610,0.103654,-0.022056,-0.026834,0.098308,0.010247,-0.018091,0.106266,-0.011314,-0.018089,0.106158,0.007905,-0.022475,0.105004,-0.008960,-0.022473,0.104920,0.007914,-0.029294,0.103205,-0.008952,-0.029292,0.103120,0.010254,-0.033561,0.104470,-0.011306,-0.033559,0.104363,-0.000569,-0.021265,0.113313,0.016381,-0.025863,0.096522,-0.017351,-0.025860,0.096353,0.032706,-0.023361,0.095434,-0.033665,-0.023353,0.095102
20,0.666667,0.030352,-0.017627,-0.986172,-4.627132,-0.288485,-3.812566,0.083789,-0.000794,0.122393,-0.000061,0.550930,-0.000474,-0.000013,0.302278,0.147648,-0.000049,0.220226,-0.000632,-0.017001,0.114756,-0.000628,-0.034633,0.113078,-0.000578,-0.056983,0.102507,0.050059,0.055934,0.090425,0.013004,0.054707,0.111478,0.037829,0.060465,0.103794,0.023577,-0.025929,0.096077,-0.000618,-0.030151,0.111522,-0.051005,0.055964,0.089877,-0.014182,0.054715,0.111330,-0.038919,0.060487,0.103378,-0.024641,-0.025913,0.095814,0.011470,-0.017887,0.106099,-0.012639,-0.017879,0.105967,0.008987,-0.021705,0.104835,-0.010144,-0.021699,0.104731,0.008995,-0.029116,0.102785,-0.010135,-0.029110,0.102680,0.011477,-0.032668,0.104053,-0.012632,-0.032660,0.103921,-0.000626,-0.020513,0.113571,0.018608,-0.024987,0.094341,-0.019653,-0.024975,0.094133,0.033799,-0.023099,0.094334,-0.034842,-0.023077,0.093960
21,0.700000,0.030473,-0.017374,-0.986351,-4.794151,-0.345995,-3.738945,0.098988,-0.002864,0.129625,-0.000030,0.597516,-0.000239,-0.000006,0.289550,0.159833,-0.000024,0.219468,-0.000627,-0.017034,0.114763,-0.000624,-0.034707,0.113124,-0.000573,-0.056986,0.102513,0.050059,0.055897,0.090432,0.012974,0.054675,0.111482,0.037811,0.060415,0.103806,0.023369,-0.026004,0.096285,-0.000614,-0.030149,0.111528,-0.051003,0.055927,0.089884,-0.014149,0.054683,0.111335,-0.038898,0.060437,0.103390,-0.024427,-0.025989,0.096026,0.011369,-0.017905,0.106118,-0.012529,-0.017898,0.105988,0.008897,-0.021770,0.104854,-0.010046,-0.021764,0.104752,0.008906,-0.029130,0.102825,-0.010037,-0.029124,0.102723,0.011375,-0.032741,0.104093,-0.012523,-0.032734,0.103964,-0.000622,-0.020577,0.113555,0.018424,-0.025060,0.094528,-0.019463,-0.025049,0.094322,0.033710,-0.023122,0.094431,-0.034745,-0.023101,0.094060
